Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Value,Value Unit,Value Label,Null Reason
2023,Electrical and electronic engineering and technology,S0313,Level 4 certificate,Level 4 Certificate,International,20,number,Number of students enrolled,
2024,Electrical and electronic engineering and technology,S0313,Level 4 certificate,Level 4 Certificate,International,25,number,Number of students enrolled,
2015,Electrical and electronic engineering and technology,S0313,Level 4 certificate,Level 4 Certificate,Total,1300,number,Number of students enrolled,
2016,Electrical and electronic engineering and technology,S0313,Level 4 certificate,Level 4 Certificate,Total,1150,number,Number of students enrolled,
2017,Electrical and electronic engineering and technology,S0313,Level 4 certificate,Level 4 Certificate,Total,1070,number,Number of students enrolled,
2018,Electrical and electronic engineering and technology,S0313,Level 4 certificate,Level 4 Certificate,Total,965,number,Number of students enrolled,
2019,Electrical and electronic engineering and technology,S0313,Level 4 certificate,Level 4 Certificate,Total,725,number,Number of students enrolled,
2020,Electrical and electronic engineering and technology,S0313,Level 4 certificate,Level 4 Certificate,Total,645,number,Number of students enrolled,
2021,Electrical and electronic engineering and technology,S0313,Level 4 certificate,Level 4 Certificate,Total,775,number,Number of students enrolled,
2022,Electrical and electronic engineering and technology,S0313,Level 4 certificate,Level 4 Certificate,Total,790,number,Number of students enrolled,
2023,Electrical and electronic engineering and technology,S0313,Level 4 certificate,Level 4 Certificate,Total,5975,number,Number of students enrolled,
2024,Electrical and electronic engineering and technology,S0313,Level 4 certificate,Level 4 Certificate,Total,5415,number,Number of students enrolled,
2015,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,800,number,Number of students enrolled,
2016,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,710,number,Number of students enrolled,
2017,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,580,number,Number of students enrolled,
2018,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,435,number,Number of students enrolled,
2019,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,390,number,Number of students enrolled,
2020,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,410,number,Number of students enrolled,
2021,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,550,number,Number of students enrolled,
2022,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,465,number,Number of students enrolled,
2023,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,415,number,Number of students enrolled,
2024,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,380,number,Number of students enrolled,
2015,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,625,number,Number of students enrolled,
2016,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,630,number,Number of students enrolled,
2017,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,490,number,Number of students enrolled,
2018,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,255,number,Number of students enrolled,
2019,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,130,number,Number of students enrolled,
2020,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,105,number,Number of students enrolled,
2021,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,65,number,Number of students enrolled,
2022,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,45,number,Number of students enrolled,
2023,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,75,number,Number of students enrolled,
2024,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,95,number,Number of students enrolled,
2015,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,1425,number,Number of students enrolled,
2016,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,1340,number,Number of students enrolled,
2017,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,1070,number,Number of students enrolled,
2018,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,690,number,Number of students enrolled,
2019,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,520,number,Number of students enrolled,
2020,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,515,number,Number of students enrolled,
2021,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,610,number,Number of students enrolled,
2018,Aerospace engineering and technology,S0315,Bachelor degree,Bachelor Degree,Total,430,number,Number of students enrolled,
2022,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,510,number,Number of students enrolled,
2023,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,490,number,Number of students enrolled,
2024,Electrical and electronic engineering and technology,S0313,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,475,number,Number of students enrolled,
2015,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,Domestic,1090,number,Number of students enrolled,
2016,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,Domestic,1205,number,Number of students enrolled,
2017,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,Domestic,1240,number,Number of students enrolled,
2018,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,Domestic,1065,number,Number of students enrolled,
2019,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,Domestic,1115,number,Number of students enrolled,
2020,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,Domestic,965,number,Number of students enrolled,
2021,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,Domestic,910,number,Number of students enrolled,
2022,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,Domestic,770,number,Number of students enrolled,
2023,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,Domestic,805,number,Number of students enrolled,
2024,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,Domestic,865,number,Number of students enrolled,
2015,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,International,315,number,Number of students enrolled,
2016,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,International,315,number,Number of students enrolled,
2017,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,International,335,number,Number of students enrolled,
2018,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,International,330,number,Number of students enrolled,
2019,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,International,405,number,Number of students enrolled,
2020,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,International,465,number,Number of students enrolled,
2021,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,International,280,number,Number of students enrolled,
2022,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,International,195,number,Number of students enrolled,
2023,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,International,215,number,Number of students enrolled,
2024,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,International,245,number,Number of students enrolled,
2015,Electrical and electronic engineering and technology,S0313,Bachelor degree,Bachelor Degree,Total,1405,number,Number of students enrolled,
