Year ended June,Measure,External cause of injury or poisoning,External cause of injury or poisoning Code,Sex,Age group,Value,Value Unit,Value Label,Null Reason
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,5-9,94,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,10-14,178,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,15-19,285,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,20-24,422,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,25-29,560,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,30-34,732,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,35-39,645,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,40-44,600,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,45-49,671,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,50-54,899,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,55-59,1055,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,60-64,1362,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,65-69,1526,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,70-74,1682,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,75-79,1930,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,80-84,1864,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,"Y40-Y59 Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Female,85-*,2396,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,total,4276,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,*-4,97,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,5-9,31,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,10-14,38,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,15-19,49,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,20-24,104,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,25-29,192,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,30-34,268,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,35-39,254,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,40-44,212,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,45-49,213,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,50-54,269,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,55-59,314,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,60-64,385,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,65-69,454,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,70-74,457,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,75-79,433,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,80-84,305,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Total,85-*,201,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,total,1820,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,*-4,56,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,5-9,18,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,10-14,24,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,15-19,21,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,20-24,17,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,25-29,33,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,30-34,42,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,35-39,50,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,40-44,65,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,45-49,60,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,50-54,128,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,55-59,151,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,60-64,202,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,65-69,248,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,70-74,227,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,75-79,222,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,80-84,150,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Male,85-*,106,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Female,total,2456,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Female,*-4,41,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y60-Y69 Unintentional events during surgical and medical care,Y60-Y69,Female,5-9,13,number,Number of hospitalisations,
