Census Year,Subject population,Age group,Post-school qualification field of study,Post-school qualification field of study Code,Unit,Value,Value Unit,Value Label,Null Reason
2018,Census usually resident population,15-*,"Ceiling, wall and floor fixing",S040313,Count,312,number,Number of people,
2018,Census usually resident population,15-*,"Ceiling, wall and floor fixing",S040313,Percentage of total stated,0.00889807596219,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,"Ceiling, wall and floor fixing",S040313,Count,498,number,Number of people,
2023,Census usually resident population,15-*,"Ceiling, wall and floor fixing",S040313,Percentage of total stated,0.01291296196899,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Roof fixing,S040315,Count,582,number,Number of people,
2013,Census usually resident population,15-*,Roof fixing,S040315,Percentage of total stated,0.01970277250509,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Roof fixing,S040315,Count,612,number,Number of people,
2018,Census usually resident population,15-*,Roof fixing,S040315,Percentage of total stated,0.01745391823353,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Roof fixing,S040315,Count,909,number,Number of people,
2023,Census usually resident population,15-*,Roof fixing,S040315,Percentage of total stated,0.02357004503979,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Plastering,S040317,Count,1434,number,Number of people,
2013,Census usually resident population,15-*,Plastering,S040317,Percentage of total stated,0.0485460064816,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Plastering,S040317,Count,1071,number,Number of people,
2018,Census usually resident population,15-*,Plastering,S040317,Percentage of total stated,0.03054435690867,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Plastering,S040317,Count,1356,number,Number of people,
2023,Census usually resident population,15-*,Plastering,S040317,Percentage of total stated,0.03516059524087,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Furnishing installation,S040319,Count,6,number,Number of people,
2013,Census usually resident population,15-*,Furnishing installation,S040319,Percentage of total stated,0.0002031213660318,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Furnishing installation,S040319,Count,0,number,Number of people,
2018,Census usually resident population,15-*,Furnishing installation,S040319,Percentage of total stated,0,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Furnishing installation,S040319,Count,12,number,Number of people,
2023,Census usually resident population,15-*,Furnishing installation,S040319,Percentage of total stated,0.0003111557100962,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Floor coverings,S040321,Count,945,number,Number of people,
2013,Census usually resident population,15-*,Floor coverings,S040321,Percentage of total stated,0.03199161515001,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Floor coverings,S040321,Count,834,number,Number of people,
2018,Census usually resident population,15-*,Floor coverings,S040321,Percentage of total stated,0.02378524151432,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Floor coverings,S040321,Count,1104,number,Number of people,
2023,Census usually resident population,15-*,Floor coverings,S040321,Percentage of total stated,0.02862632532885,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Glazing,S040323,Count,1218,number,Number of people,
2013,Census usually resident population,15-*,Glazing,S040323,Percentage of total stated,0.04123363730446,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Glazing,S040323,Count,912,number,Number of people,
2018,Census usually resident population,15-*,Glazing,S040323,Percentage of total stated,0.02600976050486,percentage,% of people aged 15+ where information available,
