Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Gender,Age group,Value,Value Unit,Value Label,Null Reason
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Male,20-24,5,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Male,total,80,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Total,*-17,715,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Total,18-19,110,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Total,20-24,15,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Total,total,835,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Female,*-17,425,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Female,18-19,455,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Female,20-24,245,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Female,25-39,170,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Female,40-*,40,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Female,total,1330,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Male,*-17,5,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Male,18-19,10,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Male,20-24,10,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Male,25-39,5,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Male,total,30,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Total,*-17,435,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Total,18-19,470,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Total,20-24,260,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Total,25-39,175,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Total,40-*,40,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Total,total,1375,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Female,*-17,215,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Female,18-19,705,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Female,20-24,685,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Female,25-39,385,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Female,40-*,100,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Female,total,2090,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Male,*-17,95,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Male,18-19,160,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Male,20-24,155,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Male,25-39,110,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Male,40-*,30,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Male,total,550,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Total,*-17,310,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Total,18-19,870,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Total,20-24,855,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Total,25-39,495,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Total,40-*,130,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Total,total,2660,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,*-17,30,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,18-19,195,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,20-24,220,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,25-39,120,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,40-*,50,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,total,610,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,18-19,5,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,20-24,5,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,25-39,15,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,40-*,15,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,total,35,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,*-17,30,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,18-19,200,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,20-24,225,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,25-39,130,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,40-*,65,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,total,650,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Female,total,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Male,total,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Total,total,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,total,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,total,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,total,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,20-24,0,number,Number of students enrolled,
