Year,Cross analysis variable,Category,Measured variable,Response category,Value,Value Unit,Value Label,Null Reason
2021,Lifestage,Middle-age (45–64),Total hours volunteered by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",1120.2,number,Thousands of hours,
2021,Lifestage,Older people (65+),Total hours volunteered by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",335.2,number,Thousands of hours,
2021,Lifestage,Young people (15–24),Total hours volunteered by type of organisation - over previous four weeks,Sports or recreation,1021.7,number,Thousands of hours,
2021,Lifestage,Prime working age (25–44),Total hours volunteered by type of organisation - over previous four weeks,Sports or recreation,1030.9,number,Thousands of hours,
2021,Lifestage,Middle-age (45–64),Total hours volunteered by type of organisation - over previous four weeks,Sports or recreation,1263.3,number,Thousands of hours,
2021,Lifestage,Older people (65+),Total hours volunteered by type of organisation - over previous four weeks,Sports or recreation,551,number,Thousands of hours,
2021,Lifestage,Young people (15–24),Total hours volunteered by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",124.8,number,Thousands of hours,
2021,Lifestage,Prime working age (25–44),Total hours volunteered by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",866.8,number,Thousands of hours,
2021,Lifestage,Middle-age (45–64),Total hours volunteered by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",999.4,number,Thousands of hours,
2021,Lifestage,Older people (65+),Total hours volunteered by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",535.9,number,Thousands of hours,
2021,Lifestage,Young people (15–24),Total hours volunteered by type of organisation - over previous four weeks,Religious or spiritual,537.1,number,Thousands of hours,
2021,Lifestage,Prime working age (25–44),Total hours volunteered by type of organisation - over previous four weeks,Religious or spiritual,1142.4,number,Thousands of hours,
2021,Lifestage,Middle-age (45–64),Total hours volunteered by type of organisation - over previous four weeks,Religious or spiritual,1168,number,Thousands of hours,
2021,Lifestage,Older people (65+),Total hours volunteered by type of organisation - over previous four weeks,Religious or spiritual,883.2,number,Thousands of hours,
2021,Lifestage,Young people (15–24),Total hours volunteered by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",121.5,number,Thousands of hours,
2021,Lifestage,Prime working age (25–44),Total hours volunteered by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",128.5,number,Thousands of hours,
2021,Lifestage,Middle-age (45–64),Total hours volunteered by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",433.3,number,Thousands of hours,
2021,Lifestage,Older people (65+),Total hours volunteered by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",504.5,number,Thousands of hours,
2021,Lifestage,Young people (15–24),Total hours volunteered by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",477,number,Thousands of hours,
2021,Lifestage,Prime working age (25–44),Total hours volunteered by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",435,number,Thousands of hours,
2021,Lifestage,Middle-age (45–64),Total hours volunteered by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",729.2,number,Thousands of hours,
2021,Lifestage,Older people (65+),Total hours volunteered by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",729.7,number,Thousands of hours,
2021,Lifestage,Young people (15–24),Total hours volunteered by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",101.3,number,Thousands of hours,
2021,Lifestage,Prime working age (25–44),Total hours volunteered by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",412.2,number,Thousands of hours,
2021,Lifestage,Middle-age (45–64),Total hours volunteered by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",504.1,number,Thousands of hours,
2021,Lifestage,Older people (65+),Total hours volunteered by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",311.7,number,Thousands of hours,
2021,Lifestage,Young people (15–24),Total hours volunteered by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",,number,Thousands of hours,suppressed
2021,Lifestage,Young people (15–24),Barriers to volunteering for an organisation,Don't want to make a long term commitment,10.6,percentage,% of people who did not volunteer,
2021,Lifestage,Prime working age (25–44),Total hours volunteered by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",117.4,number,Thousands of hours,
2021,Lifestage,Middle-age (45–64),Total hours volunteered by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",193,number,Thousands of hours,
2021,Lifestage,Older people (65+),Total hours volunteered by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",283.3,number,Thousands of hours,
2021,Lifestage,Young people (15–24),Total hours volunteered by type of organisation - over previous four weeks,Other,,number,Thousands of hours,suppressed
2021,Lifestage,Prime working age (25–44),Total hours volunteered by type of organisation - over previous four weeks,Other,276.1,number,Thousands of hours,
2021,Lifestage,Middle-age (45–64),Total hours volunteered by type of organisation - over previous four weeks,Other,384,number,Thousands of hours,
2021,Lifestage,Older people (65+),Total hours volunteered by type of organisation - over previous four weeks,Other,322.3,number,Thousands of hours,
2021,Lifestage,Young people (15–24),Total hours volunteered - over previous four weeks,Total for organisations,2687.4,number,Thousands of hours,
2021,Lifestage,Prime working age (25–44),Total hours volunteered - over previous four weeks,Total for organisations,5068.2,number,Thousands of hours,
2021,Lifestage,Middle-age (45–64),Total hours volunteered - over previous four weeks,Total for organisations,6794.4,number,Thousands of hours,
2021,Lifestage,Older people (65+),Total hours volunteered - over previous four weeks,Total for organisations,4456.6,number,Thousands of hours,
2021,Lifestage,Young people (15–24),Total hours volunteered - over previous four weeks,Total for organisations and directly combined,4072.6,number,Thousands of hours,
2021,Lifestage,Prime working age (25–44),Total hours volunteered - over previous four weeks,Total for organisations and directly combined,9956.4,number,Thousands of hours,
2021,Lifestage,Middle-age (45–64),Total hours volunteered - over previous four weeks,Total for organisations and directly combined,11978.5,number,Thousands of hours,
2021,Lifestage,Older people (65+),Total hours volunteered - over previous four weeks,Total for organisations and directly combined,9779.6,number,Thousands of hours,
2021,Lifestage,Young people (15–24),Barriers to volunteering for an organisation,There are no barriers,11.5,percentage,% of people who did not volunteer,
2021,Lifestage,Prime working age (25–44),Barriers to volunteering for an organisation,There are no barriers,5.9,percentage,% of people who did not volunteer,
2021,Lifestage,Middle-age (45–64),Barriers to volunteering for an organisation,There are no barriers,12,percentage,% of people who did not volunteer,
2021,Lifestage,Older people (65+),Barriers to volunteering for an organisation,There are no barriers,10.7,percentage,% of people who did not volunteer,
2021,Lifestage,Young people (15–24),Barriers to volunteering for an organisation,No one asked me to volunteer,22.9,percentage,% of people who did not volunteer,
