Quarter,Input commodity,Input commodity Code,Measure,Value,Value Unit,Value Label,Null Reason
2024 Q3,"Other installation services (eg insulation, elevators)","Other installation services (eg insulation, elevators)",Year-on-year % change,1.502629601803,percentage,% change from same quarter previous year,
2024 Q3,Building completion and finishing services,Building completion and finishing services,Year-on-year % change,3.026634382567,percentage,% change from same quarter previous year,
2024 Q3,Accommodation services,Accommodation services,Year-on-year % change,-3.584447144593,percentage,% change from same quarter previous year,
2024 Q3,Meal serving services,Meal serving services,Year-on-year % change,3.599476439791,percentage,% change from same quarter previous year,
2024 Q3,Event catering and other food serving services,Event catering and other food serving services,Year-on-year % change,4.05131667792,percentage,% change from same quarter previous year,
2024 Q3,Beverage serving services,Beverage serving services,Year-on-year % change,3.271028037383,percentage,% change from same quarter previous year,
2024 Q3,Road freight transport services,Road freight transport services,Year-on-year % change,3.375796178344,percentage,% change from same quarter previous year,
2024 Q3,Road passenger transport services,Road passenger transport services,Year-on-year % change,4.073033707865,percentage,% change from same quarter previous year,
2024 Q3,Water passenger transport,Water passenger transport,Year-on-year % change,0.6875477463713,percentage,% change from same quarter previous year,
2024 Q3,Scenic and sightseeing transportation services,Scenic and sightseeing transportation services,Year-on-year % change,8.149405772496,percentage,% change from same quarter previous year,
2024 Q3,Cargo handling services,Cargo handling services,Year-on-year % change,9.72972972973,percentage,% change from same quarter previous year,
2024 Q3,Transport support services,Transport support services,Year-on-year % change,3.279631760644,percentage,% change from same quarter previous year,
2024 Q3,Storage and warehousing services,Storage and warehousing services,Year-on-year % change,0.8494208494209,percentage,% change from same quarter previous year,
2024 Q3,"Publishing, printing, and replication services","Publishing, printing, and replication services",Year-on-year % change,0.09803921568627,percentage,% change from same quarter previous year,
2024 Q3,"Audio visual services, broadcasting, and distribution services","Audio visual services, broadcasting, and programme distribution services",Year-on-year % change,2.283105022831,percentage,% change from same quarter previous year,
2024 Q3,"News agency, library, and archive services","News agency, library, and archive services",Year-on-year % change,1.526717557252,percentage,% change from same quarter previous year,
2024 Q3,Bank fees,Bank fees,Year-on-year % change,-2.153432032301,percentage,% change from same quarter previous year,
2024 Q3,Finance service charge,Finance service charge,Year-on-year % change,1.147540983607,percentage,% change from same quarter previous year,
2024 Q3,Life insurance,Life insurance,Year-on-year % change,0.36866359447,percentage,% change from same quarter previous year,
2024 Q3,Accident and health insurance services,Accident and health insurance services,Year-on-year % change,8.464566929134,percentage,% change from same quarter previous year,
2024 Q3,General and other insurance services,General and other insurance services,Year-on-year % change,14.03846153846,percentage,% change from same quarter previous year,
2024 Q3,Rent of transport equipment,Rent of transport equipment,Year-on-year % change,-3.715937241949,percentage,% change from same quarter previous year,
2024 Q3,"Rent of plant, machinery, and equipment","Rent of plant, machinery, and equipment",Year-on-year % change,5.305466237942,percentage,% change from same quarter previous year,
2024 Q3,Rent of personal and household goods,Rent of personal and household goods,Year-on-year % change,4.278523489933,percentage,% change from same quarter previous year,
2024 Q3,Rent of commercial land and buildings,Rent of commercial land and buildings,Year-on-year % change,1.769911504425,percentage,% change from same quarter previous year,
2024 Q3,Real estate services,Real estate services,Year-on-year % change,4.373522458629,percentage,% change from same quarter previous year,
2024 Q3,Scientific and other technical services,Scientific and other technical services,Year-on-year % change,6.80321872714,percentage,% change from same quarter previous year,
2024 Q3,Legal services,Legal services,Year-on-year % change,2.378121284185,percentage,% change from same quarter previous year,
2024 Q3,Accounting services,Accounting services,Year-on-year % change,3.588235294118,percentage,% change from same quarter previous year,
2024 Q3,Advertising and marketing,Advertising and marketing,Year-on-year % change,-1.640838650866,percentage,% change from same quarter previous year,
2024 Q3,Veterinary services,Veterinary services,Year-on-year % change,6.463414634146,percentage,% change from same quarter previous year,
2024 Q3,Other business services,Other business services,Year-on-year % change,4.795050270688,percentage,% change from same quarter previous year,
2024 Q3,"Other support services (eg call centre, secretarial, and gardening services)","Other support services (eg call centre, secretarial, and gardening services)",Year-on-year % change,4.718543046358,percentage,% change from same quarter previous year,
2024 Q3,"Sports, recreation, and cultural services","Sports, recreation, and cultural services",Year-on-year % change,5.745341614907,percentage,% change from same quarter previous year,
2024 Q3,Repair and maintenance of domestic and office equipment,Repair and maintenance of domestic and office equipment,Year-on-year % change,0.4914004914005,percentage,% change from same quarter previous year,
2024 Q3,Repair and maintenance of transport machinery and equipment,Repair and maintenance of transport machinery and equipment,Year-on-year % change,9.958506224066,percentage,% change from same quarter previous year,
2024 Q3,Repair and maintenance of machinery and equipment,Repair and maintenance of machinery and equipment,Year-on-year % change,6.043165467626,percentage,% change from same quarter previous year,
2024 Q3,Membership services,Membership services,Year-on-year % change,3.239740820734,percentage,% change from same quarter previous year,
2024 Q4,"Plants, buds, spice, and aromatic crops","Plants, buds, spice, and aromatic crops",Producers Price Index (Input Commodity),1787,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Vegetables,Vegetables,Producers Price Index (Input Commodity),1319,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Fruit,Fruit,Producers Price Index (Input Commodity),1370,number,Index (Base 2009 Q4 = 1000),
2024 Q4,"Forage products, fibres, sugar crops, unmanufactured tobacco","Forage products, fibres, sugar crops, unmanufactured tobacco",Producers Price Index (Input Commodity),1755,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Grain,Grain,Producers Price Index (Input Commodity),1655,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Sheep,"Livestock, sheep",Producers Price Index (Input Commodity),1485,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Cattle,"Livestock, cattle",Producers Price Index (Input Commodity),2225,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Deer,"Livestock, deer",Producers Price Index (Input Commodity),1512,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Wool,Wool,Producers Price Index (Input Commodity),1067,number,Index (Base 2009 Q4 = 1000),
2024 Q4,"Fish, crustaceans, and other aquatic plants and animals","Fish, crustaceans, and other aquatic plants and animals",Producers Price Index (Input Commodity),1525,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Agricultural services,Agricultural services,Producers Price Index (Input Commodity),1616,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Forestry and logging services,Forestry and logging services,Producers Price Index (Input Commodity),1493,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Hunting and fishing support services,Hunting and fishing support services,Producers Price Index (Input Commodity),1568,number,Index (Base 2009 Q4 = 1000),
2024 Q4,"Gypsum, limestone, minerals, salt, precious metals, and stones","Gypsum, limestone, minerals, salt, precious metals, and stones",Producers Price Index (Input Commodity),1614,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Aggregates,Aggregates,Producers Price Index (Input Commodity),1497,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Processed meat (sheep and beef),Processed meat (sheep and beef),Producers Price Index (Input Commodity),1653,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Prepared and preserved fish,Prepared and preserved fish,Producers Price Index (Input Commodity),1768,number,Index (Base 2009 Q4 = 1000),
2024 Q4,"Animal and vegetable oils and fats, starches, and grain products","Animal and vegetable oils and fats, starches, and grain products",Producers Price Index (Input Commodity),1536,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Sugar and confectionery products,Sugar and confectionery products,Producers Price Index (Input Commodity),1605,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Other food products,Other food products,Producers Price Index (Input Commodity),1327,number,Index (Base 2009 Q4 = 1000),
2024 Q4,"Beer, soft drinks, and fruit juices","Beer, soft drinks, and fruit juices",Producers Price Index (Input Commodity),1596,number,Index (Base 2009 Q4 = 1000),
2024 Q4,"Natural and man-made textiles and fibres, yarn, and thread","Natural and man-made textiles and fibres, yarn, and thread",Producers Price Index (Input Commodity),1227,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Woven fabrics and made-up textile articles,Woven fabrics and made-up textile articles,Producers Price Index (Input Commodity),1290,number,Index (Base 2009 Q4 = 1000),
2024 Q4,"Luggage, handbags and articles of leather","Luggage, handbags and articles of leather",Producers Price Index (Input Commodity),828,number,Index (Base 2009 Q4 = 1000),
2024 Q4,Clothing,Clothing,Producers Price Index (Input Commodity),1171,number,Index (Base 2009 Q4 = 1000),
